"date";"maxO3";"T6";"T9";"T12";"T15";"T18";"Ne6";"Ne9";"Ne12";"Ne15";"Ne18";"Vx";"maxO3v"
"848";19990408;92.2;4.6;11.3;14.6;16.1;14.3;3;4;6;5;"4";-2;91.6
"849";19990409;41.6;10;11.3;13.5;13.8;13.2;8;8;8;8;"8";-0.9848;92.2
"850";19990410;88.8;9.9;9.5;10.9;10.2;11.1;8;8;8;8;"5";-3;41.6
"851";19990411;98.8;5.5;10.4;12.2;13.5;11.6;7;6;6;3;"5";-0.8682;88.8
"852";19990412;87.8;10.9;11.8;13.7;11;9.1;7;5;6;4;"5";-9;98.8
"853";19990413;87;8.1;9.9;9.7;10.4;9.7;2;4;7;6;"6";-6.8944;87.8
"854";19990414;80.4;5.8;5.1;6.1;7.3;4.4;8;8;8;7;"6";-4.6985;87
"855";19990415;86;1.8;6.1;8.5;9;7.7;8;7;5;5;"4";-4.5;80.4
"856";19990416;88.6;2.5;8.1;8.9;9.4;5.8;7;6;7;7;"8";0;86
"857";19990417;98.6;3.7;8.3;12.8;11.2;9.2;5;5;4;4;"3";0.8682;88.6
"858";19990418;93.2;3.8;6.4;9.8;11.5;9.9;5;6;6;6;"3";-4.6985;98.6
"859";19990419;83.2;4.6;6.2;8.1;7.9;8.4;7;8;8;8;"8";2;93.2
"860";19990420;95.4;11.8;11.9;12.7;12.8;12.8;8;8;8;8;"8";-1.5628;83.2
"861";19990421;100.6;11.6;11.8;13.8;14.4;12.3;7;8;6;8;"8";-6.1284;95.4
"862";19990422;100.2;8.7;13.5;14.4;15;12.8;2;4;5;4;"5";-6.5778;100.6
"863";19990423;89.6;10.1;11.8;10.1;10.4;11.5;7;7;8;7;"6";-10.3923;100.2
"864";19990424;98.4;5.5;11.4;15.1;16;14.2;1;4;4;5;"4";-3.9392;89.6
"865";19990425;67;9;11.6;11.9;11.8;11.1;7;8;8;8;"8";1.3681;98.4
"866";19990426;95;9.9;12.9;15.8;17.5;14.6;6;6;6;5;"7";1.5321;67
"867";19990427;101;11;16.2;18.9;19.8;15.8;4;7;7;7;"8";5.6382;95
"868";19990428;100.8;11.2;15.1;18.7;19.4;17.1;0;2;4;4;"7";8.6603;101
"869";19990429;91;13.2;14.1;18.5;19.8;15.3;8;8;5;6;"7";5.6382;100.8
"870";19990430;94;10.8;12.5;18.3;20.5;20;9;7;7;7;"7";1;91
"871";19990501;112.6;10.6;18.5;22.4;23.1;17.1;3;4;7;6;"6";2.5981;94
"872";19990502;111.6;11.4;19.6;23.2;23.9;21;2;1;1;1;"1";5;112.6
"873";19990503;111;13.1;19;24.1;24.3;22.2;5;3;2;7;"8";3.9392;111.6
"874";19990504;97.4;14.2;15.9;18.5;21.1;18.7;7;8;7;6;"3";-0.6946;111
"875";19990505;105.6;9.7;13.5;16.5;17.8;15.4;9;8;8;7;"7";-2.5712;97.4
"876";19990506;91.4;11.5;16.1;19.3;20.4;20.2;3;4;4;5;"5";-1.0261;105.6
"877";19990507;75.2;14.5;16.5;18.2;16.1;15;8;7;8;7;"5";-1.9696;91.4
"878";19990508;92.4;11.5;15.4;18.2;18.3;15.8;6;6;5;3;"7";-5.7851;75.2
"879";19990509;109.4;9.9;18.3;22.6;22.6;20.3;6;7;7;7;"7";2.7362;92.4
"880";19990510;89.6;13.4;16.7;18;17.8;16.6;6;7;7;7;"7";-4.5963;109.4
"881";19990511;83.6;13.5;13.9;14;15.8;15.9;8;8;8;8;"7";-0.8682;89.6
"882";19990512;79.6;11.5;13.6;15.3;15.6;15.6;7;8;8;7;"3";-2.5981;83.6
"883";19990513;91.2;8.5;14.1;17;16.6;15.4;7;6;7;6;"7";-4.5963;79.6
"884";19990514;85;8.8;13.7;16.3;18.2;15;3;6;5;6;"7";-1.7321;91.2
"885";19990515;91.4;10.4;14.1;17.5;19.1;17.6;7;4;4;5;"3";-0.5209;85
"886";19990516;106;10.3;14.3;18.4;17.8;16.1;2;5;5;4;"1";5;91.4
"887";19990517;93.4;9.7;13.9;15.5;16.1;12.4;7;5;8;8;"8";7.7942;106
"888";19990521;80.6;10.7;14.7;16.4;19;17.6;6;5;8;7;"6";-4;96.8
"889";19990522;96;12.2;14.4;16.9;18.4;16.8;6;6;6;7;"2";-3.4641;80.6
"890";19990523;82.4;9.4;14.6;17.6;18.1;18;2;4;8;8;"8";-2.9544;96
"891";19990524;71.4;13;14.2;16.7;16.5;16.7;8;8;7;8;"6";1;82.4
"892";19990525;89.6;13;12.8;15.9;18;17.6;8;8;6;7;"3";0.684;71.4
"893";19990526;98;9.7;17.6;22;24;23.9;0;0;1;1;"1";1.9696;89.6
"894";19990527;113.4;16.1;21.7;24.9;23.4;19.3;3;3;4;1;"8";3.4641;98
"895";19990528;93.8;14.5;19.3;22.9;24.7;24.9;0;2;2;1;"1";1;113.4
"896";19990529;124.4;17.8;23.3;25.3;25.1;23.2;1;4;5;5;"5";-0.8682;93.8
"897";19990530;90.2;14.5;17.6;21.4;23.3;22.2;8;7;3;2;"2";0;124.4
"898";19990531;93;14.8;17.8;22.3;24.4;22.8;8;6;7;8;"3";1.5;90.2
"899";19990601;95.2;16.9;20.4;25.8;26.8;26.4;7;7;7;5;"2";3.0642;93
"900";19990602;88.6;17.5;17.8;16.9;17.5;17.4;7;6;8;7;"5";-6.0622;95.2
"901";19990603;77.8;13.5;14.7;16.1;17.7;16.2;8;7;7;6;"7";-5.7851;88.6
"902";19990604;70;14.3;15.4;15.4;15.6;15.4;8;8;7;7;"8";-4.3301;77.8
"903";19990605;80.8;11.3;15.5;14.2;13.4;14.1;2;6;6;8;"4";-7.6604;70
"904";19990606;79.4;11;15.5;17.1;16.8;15.1;1;3;7;6;"6";-2.5;80.8
"905";19990607;71;12;14.4;14.2;14.8;13.3;7;7;7;6;"7";-2.2981;79.4
"906";19990608;82.4;8.5;14.1;15.8;15.5;14.9;5;5;7;8;"8";-4;71
"907";19990609;79.8;12.1;15.2;17.4;16.7;16.5;7;7;7;8;"5";-2.5712;82.4
"908";19990610;101.6;12.4;16.3;18.1;18.5;17.7;7;6;7;6;"1";-0.5209;79.8
"909";19990611;94.6;10.7;16.2;18.6;18;16.9;1;1;5;6;"6";0.6946;101.6
"910";19990612;107.6;10.2;15.8;19.7;19.7;15.7;3;3;3;7;"6";-1.7321;94.6
"911";19990613;102;10.2;15.5;18.3;19.2;17.9;1;6;4;4;"7";-0.8682;107.6
"912";19990614;122.2;11.9;17.5;20.5;21.4;19.5;1;2;4;3;"6";0.8682;102
"913";19990615;138.2;13.1;19;23.4;25.2;23.2;6;1;1;3;"1";0.3473;122.2
"914";19990616;153.2;13.8;21.6;24.7;27.5;24.4;1;0;6;2;"7";-1.7321;138.2
"915";19990617;112.4;15.6;19.9;21.8;21.4;19.4;3;3;3;5;"6";0;153.2
"916";19990618;105.4;13.4;19.2;20.3;21.6;20.6;4;7;5;4;"1";-0.1736;112.4
"917";19990619;109;12.3;17.7;21.3;22.7;19.8;7;0;3;4;"5";-2;105.4
"918";19990620;71.4;15.4;17.1;18.7;16.7;16.2;8;8;8;8;"7";-5.6382;109
"919";19990621;74.6;10.8;14.7;15.9;16.8;15.2;1;6;6;5;"3";-3.5;71.4
"920";19990622;80.2;8.7;15.5;18;18.8;17.8;1;6;7;6;"3";-0.684;74.6
"921";19990627;74.4;15.6;15.4;19.2;15.2;15.8;8;7;6;7;"7";-6.8937;103.2
"922";19990628;62.2;13.4;14.9;15.7;17.9;17.5;6;7;7;7;"7";-5.3623;74.4
"923";19990629;62.6;16.4;19.2;22.3;21.7;18.9;8;7;6;7;"7";-6.1284;62.2
"924";19990630;67.8;13.8;16.8;17.6;18.9;18.8;3;6;7;7;"7";-2.8191;62.6
"925";19990701;53.6;15.4;18.4;22.5;24.2;23.7;8;8;7;6;"2";-4.6985;67.8
"926";19990702;108.6;17.1;25;29.7;32.3;32.4;1;0;0;2;"6";3.8302;53.6
"927";19990703;67.8;17.5;19.4;20.9;21.8;21;8;7;7;7;"7";-3.2139;108.6
"928";19990704;63;16.1;18.7;19.3;20;18.6;7;7;8;8;"7";-0.6946;67.8
"929";19990705;71;16.1;19.1;19.3;21.3;20.7;8;7;6;6;"6";0.6946;63
"930";19990706;70;15.1;18.8;20.5;22.8;21.3;7;6;6;2;"1";-1.7101;71
"931";19990707;51.4;14.5;17.1;18.9;20.2;20.2;7;8;8;8;"6";-3.0642;70
"932";19990708;106.4;14.5;19.8;24.9;27.1;25.2;6;5;5;4;"2";4.3301;51.4
"933";19990711;118;17.7;18.7;25.7;27.5;26.4;7;7;4;2;"1";1.0419;132
"934";19990712;118.2;18;22.2;25.6;28.3;25.3;1;1;3;1;"1";1.7101;118
"935";19990713;127.2;17.3;21.6;26.2;24.6;21.9;2;1;4;7;"6";0;118.2
"936";19990714;79;16.5;18.7;21.7;23.4;21;7;4;3;5;"7";-4.924;127.2
"937";19990715;75.8;17.1;20;22.6;23.5;21.1;6;7;5;4;"1";-1.0261;79
"938";19990716;75.6;12.1;17.8;19.5;22.3;22.8;2;6;8;1;"1";-1.5321;75.8
"939";19990717;107.8;14.3;21.1;26;27.8;23.8;1;4;3;3;"7";-1.0261;75.6
"940";19990718;130.6;15.9;22.3;28.1;29.1;25;1;0;4;4;"6";1.5321;107.8
"941";19990719;63.6;15.6;19.6;21.7;20.4;19.8;6;7;7;7;"7";-2.3941;130.6
"942";19990720;63.2;18.3;20.3;22.1;19.7;22.2;8;5;7;8;"5";-5.3623;63.6
"943";19990721;71;16.4;18;19.3;20.1;19.5;7;7;7;7;"7";-4.6985;63.2
"944";19990722;58;13.9;16.4;16.9;17.7;16.9;2;7;7;7;"8";-0.8682;71
"945";19990723;84.2;15;18.6;21.6;23.2;22.1;7;7;4;4;"1";1;58
"946";19990724;111.4;12.9;21.6;25.7;27.7;27.8;0;0;0;0;"0";3.9392;84.2
"947";19990725;118.6;15.2;25.5;29.7;31.5;31.2;0;0;0;1;"0";6;111.4
"948";19990726;122.2;21.7;27.4;31.1;31.8;30.5;3;2;5;4;"7";8;118.6
"949";19990727;136;18.5;23.4;26.7;29.1;26.7;5;3;6;6;"7";5.1962;122.2
"950";19990728;141.4;16.2;21.5;26.8;29.5;28.6;1;1;1;3;"2";3.2139;136
"951";19990731;143.4;16.7;20.4;26.4;27.6;24.1;7;1;5;6;"6";0;159.2
"952";19990801;132.4;16.7;20.2;27.8;29.1;28.2;8;3;2;6;"5";-0.5209;143.4
"953";19990802;98;16.6;21.6;26.7;27;21.2;7;7;7;7;"7";0.684;132.4
"954";19990803;85.2;16.8;20.5;23.8;25.2;25.8;7;4;5;4;"5";1.0261;98
"955";19990804;45.6;17.9;21.4;21.3;20.9;20.6;7;8;8;8;"6";3.4641;85.2
"956";19990805;62.2;15.7;20.5;24.1;25.3;22.9;3;5;6;6;"7";-3.2139;45.6
"957";19990806;67.2;17.6;20.7;22.1;20.8;21.6;7;7;6;7;"5";2.5981;62.2
"958";19990807;82;15.4;20.5;24.5;27;25.2;8;5;5;4;"7";0;67.2
"959";19990808;92.2;16.5;17.8;17.4;20.8;20.9;7;6;6;6;"4";-4.5963;82
"960";19990809;70;15.2;16.2;20.4;20.5;19.9;5;7;7;6;"7";0;92.2
"961";19990810;74;17;16.5;19.8;21;20.3;8;8;7;7;"4";-3.8567;70
"962";19990811;79.2;14.7;18;19.7;21.1;20.7;7;7;7;7;"7";-1.2856;74
"963";19990812;83.6;15.3;19.3;21.8;22.4;21.6;7;7;6;6;"7";-1.7321;79.2
"964";19990813;66;15.3;20.3;22.5;23.2;21.8;3;5;7;6;"7";-2.2981;83.6
"965";19990814;59;17.1;17.8;22.4;23.7;20.8;8;8;6;4;"5";-5.6382;66
"966";19990815;51.2;13.1;18.1;19.7;20.2;16.7;7;7;8;8;"8";-3.8302;59
"967";19990816;58.2;14;17.8;20.1;18.6;19.3;7;7;7;6;"4";-2.9544;51.2
"968";19990817;58.8;13.8;16;17.1;20.5;17;8;7;7;8;"7";-4.3301;58.2
"969";19990818;72.6;14.5;18;21.1;20.1;19;1;5;4;6;"4";-7.7942;58.8
"970";19990819;73;13.1;18.4;20.7;21.8;18.6;1;4;4;6;"6";-5.9088;72.6
"971";19990820;76.8;11.4;16.9;20.7;21.9;21.7;1;2;5;6;"6";-1;73
"972";19990821;109.2;14.7;19.9;24.1;24.3;23.2;5;5;6;5;"6";4;76.8
"973";19990822;107.2;14.4;20.5;24.3;25.5;24.6;5;3;3;3;"4";3.7588;109.2
"974";19990823;66.4;17.1;19.9;22.8;24.6;21.4;7;7;6;7;"8";-1.8794;107.2
"975";19990824;99;16.8;22.8;27.4;29.2;28.4;1;2;3;3;"5";-0.5209;66.4
"976";19990825;100.8;18.9;20.5;23.8;25.8;26.2;8;8;8;6;"3";0;99
"977";19990826;74;17.6;20.7;23.8;24.7;21.5;6;6;4;3;"5";-2.8191;100.8
"978";19990827;75.2;14.8;18.6;22.6;23.5;21.2;7;5;3;6;"7";-0.1736;74
"979";19990828;86;14.7;20.5;23.7;24.3;22.3;5;3;2;3;"2";4;75.2
"980";19990829;128.8;12;20.2;24.8;25.6;23;1;1;5;6;"8";0;86
"981";19990830;98.6;15.6;21;24.9;24;21.5;6;4;2;3;"6";2;128.8
"982";19990831;71.8;11.8;18.9;22.1;22.3;20.1;1;2;6;3;"1";-0.6946;98.6
"983";19990901;85.4;11.2;18.5;22.2;25.4;23.6;1;4;1;1;"2";-0.6946;71.8
"984";19990902;114.2;13.3;21.8;27.5;28.5;27.1;1;1;1;1;"1";4.6985;85.4
"985";19990903;106.4;15.6;20.6;25.3;26.6;25.2;2;6;4;2;"1";4.924;114.2
"986";19990904;139.2;11.6;20.5;25.9;27.2;24.1;0;1;1;1;"2";4.3301;106.4
"987";19990905;139;14.3;18.2;27.5;26.7;23.5;5;4;4;5;"7";0.5;139.2
"988";19990906;129.8;14.3;19;24.9;26.9;23.3;2;0;3;4;"1";-1.0261;139
"989";19990907;105.4;14.6;18.8;23;23.3;21.1;6;6;5;7;"5";-3.0642;129.8
"990";19990908;85.4;15.7;18;23.7;26.1;22.7;9;5;4;2;"1";-0.8682;105.4
"991";19990909;52.4;17.1;16.9;19.5;21;20.4;7;8;7;8;"7";0;85.4
"992";19990910;114.8;13;20.6;28.6;30.2;28.3;0;0;0;5;"5";1.9284;52.4
"993";19990911;133.4;17.5;23.8;30.7;30.8;26.4;4;5;4;2;"2";-3;114.8
"994";19990912;67.2;16.4;16.7;19.4;21.1;17.2;8;8;7;7;"8";-0.3473;133.4
"995";19990913;66.2;13.3;16.4;18.9;18.4;16.7;8;6;6;8;"8";-0.6946;67.2
"996";19990914;58.8;11.6;13.7;15.3;17.1;16.3;8;7;8;7;"3";0.3473;66.2
"997";19990915;79.4;7;13.8;19.6;20.8;18.4;0;1;2;1;"1";-3;58.8
"998";19990916;69.6;12.5;17.7;18.5;21;17.8;1;7;7;6;"6";-3.8302;79.4
"999";19990917;63.2;12.3;17.2;17.6;20.4;17.9;1;1;7;5;"4";-2.5981;69.6
"1000";19990918;58.8;14.1;15.4;16.9;17.4;17.3;7;8;8;8;"7";1.3892;63.2
"1001";19990919;66.8;13.5;15.4;18.3;17.9;16.2;8;7;7;8;"8";1.3681;58.8
"1002";19990920;55.4;13.3;15.9;19;17;15.5;7;6;7;7;"8";-1.2155;66.8
"1003";19990921;45.6;12.4;16.8;15.9;18.8;19.2;5;6;8;7;"1";0;55.4
"1004";19990922;61.4;17.3;19;22.9;19.2;18.9;7;7;2;7;"1";-4;45.6
"1005";19990923;67.8;16.5;19.3;20.6;19.7;18.1;4;7;7;7;"6";-7.0707;61.4
"1006";19990924;67.2;16.7;19.5;22.2;22;17.7;5;2;3;6;"5";-4.5;67.8
"1007";19990925;73.2;15.2;18.8;18;18.8;16.3;6;6;7;7;"3";-2.7362;67.2
"1008";19990926;75.2;12.7;16.1;18.8;17.6;17;6;2;7;6;"7";-2.5;73.2
"1009";19990927;75;16.2;16.6;17;19.2;16.5;8;6;8;6;"8";-6.0622;75.2
"1010";19990928;63.4;12.1;15.8;17.6;17;17.3;1;5;8;8;"7";-3.2139;75
"1011";19990929;67.4;16.3;16.4;18.3;19.6;17.9;8;8;7;7;"6";-4.4995;63.4
"1012";19990930;65.8;12.7;15.9;17.9;18.4;15.1;1;5;6;7;"7";-5.6382;67.4
"1013";20000401;76;5.9;8.7;9.9;12.5;10.9;7;8;7;7;"7";-6.5778;40
"1014";20000402;53;6;8;10.2;13.2;11.6;7;8;8;8;"8";3.4641;76
"1015";20000403;57;8.9;9.5;15;11.2;10.6;8;8;6;8;"7";1.3681;53
"1016";20000404;61;8.2;8.1;8.1;6.7;6.3;8;7;8;8;"8";-1.3892;57
"1017";20000405;61;3.2;4.5;5.8;6.7;7;8;8;8;8;"7";1.0419;61
"1018";20000406;77;1.7;5.6;9.5;10.8;9.7;2;6;6;6;"3";1.8794;61
"1019";20000407;66;-0.5;9.1;13.4;16.1;14.7;0;0;0;0;"0";7;77
"1020";20000408;80;4.5;11.7;17.2;18.8;17.2;0;1;1;1;"0";4.924;66
"1021";20000409;74;3.9;7.8;12.5;14.8;12.3;7;8;7;7;"8";5.1962;80
"1022";20000410;56;9;10.9;10.9;13.5;11;6;5;8;5;"7";3;74
"1023";20000411;69;1.1;8.1;10;8.3;5.2;6;7;7;7;"6";-5.3623;56
"1024";20000412;63;1.9;8.3;8.7;10.2;7.4;1;5;6;6;"5";-6.1284;69
"1025";20000413;65;5.4;10.3;13.7;14.6;10;2;5;6;4;"5";-6.8937;63
"1026";20000414;54;5.2;8;7.7;7.2;7.9;8;8;8;8;"8";5;65
"1027";20000415;60;7.6;6.6;7.8;9.3;8.9;8;8;8;6;"6";-9.3969;54
"1028";20000416;69;2.2;6.3;7.9;13;11.5;7;8;8;6;"4";4.6985;60
"1029";20000417;64;7.1;10.7;13.2;13.9;11.8;5;5;7;5;"2";-8.6603;69
"1030";20000418;56;9.8;11.4;11.6;12.4;11.8;7;7;8;7;"7";-1.3892;64
"1031";20000419;61;5.1;11.7;13.5;12.3;11.7;2;4;7;8;"8";-2.0521;56
"1032";20000420;58;12.5;13.6;15;12.1;10;8;7;8;8;"8";-4.4995;61
"1033";20000421;71;9.9;12.6;17;17.4;16.5;3;7;6;6;"7";-4;58
"1034";20000422;69;9.6;13.8;15.2;15.6;14.5;7;7;7;6;"5";-3.2139;71
"1035";20000423;73;8.5;12.7;13.8;14.3;13;8;3;5;6;"7";-6.0622;69
"1036";20000424;57;6.9;10.1;11.6;11.5;11.1;3;8;8;8;"7";2.3941;73
"1037";20000425;61;12;14.5;14.1;11.9;11.1;7;6;8;8;"8";-2.3941;57
"1038";20000426;66;9.7;11.9;14.5;14.6;13.1;8;7;5;7;"6";-5.7851;61
"1039";20000427;56;8.4;9.9;13.4;13.4;13;8;8;7;8;"8";-0.3473;66
"1040";20000428;72;8.5;11.7;14.4;16.2;14.5;7;7;6;6;"6";0;56
"1041";20000429;70;7;12.4;15.8;18.1;17.4;1;5;5;5;"3";1.7101;72
"1042";20000430;75;7.2;16.5;19.3;21.1;19.8;1;5;6;6;"6";4.924;70
"1043";20000501;79;12.4;17.2;20.2;21.8;19.2;4;7;8;2;"3";4.3301;75
"1044";20000502;60;12;12.7;16.9;15.3;14.4;8;8;6;8;"8";5.6382;79
"1045";20000503;58;11.2;12.7;14.8;13.7;13.5;8;8;8;8;"8";5.1962;60
"1046";20000504;54;11;12.8;16;18.2;16.5;8;8;8;7;"8";3.4641;58
"1047";20000505;90;13.4;18.2;21.8;23.7;23;4;7;4;2;"4";4;54
"1048";20000506;91;14.6;19.2;22.3;23;18.7;7;4;6;6;"7";0.684;90
"1049";20000507;75;14.5;16.8;19.6;20.6;16.4;7;8;7;7;"7";1;91
"1050";20000508;71;13;15.3;18.5;17.2;19.8;8;7;7;7;"6";1;75
"1051";20000509;74;12.9;14.1;19;22;20.6;8;8;6;6;"7";2;71
"1052";20000510;77;15.1;15.8;18.3;21.5;19.5;8;8;6;6;"7";2.8191;74
"1053";20000511;68;15.4;16.5;17.9;17.1;17.3;8;8;8;7;"7";4.3301;77
"1054";20000512;75;14.2;15.7;16.1;18.3;17.7;8;8;8;7;"5";-0.1736;68
"1055";20000513;94;12.7;13.6;17.9;22;22.2;9;8;5;2;"1";0.342;75
"1056";20000514;92;12.3;17.5;23.1;24.5;23.6;8;5;5;5;"6";2.9544;94
"1057";20000515;113;13.7;22;26;27;25.3;4;4;4;3;"3";0;92
"1058";20000516;93;16;17.9;21.2;21;16.9;8;7;4;3;"7";-3.0642;113
"1059";20000517;87;10.5;13.4;16.2;16.3;15;1;4;6;6;"7";-4;93
"1060";20000518;83;11.2;14.2;14.2;14.4;12.6;8;6;6;7;"7";-2.5;87
"1061";20000519;79;9.8;12.9;14.7;15;14.7;8;7;6;7;"5";-4.6985;83
"1062";20000520;82;9.2;14.2;16.1;17.8;16.6;6;6;6;7;"7";0;79
"1063";20000521;75;10.6;12.7;14.2;15.5;13.7;4;6;6;5;"6";-3.8567;82
"1064";20000522;73;10.8;13.9;15.7;17;16.2;7;7;7;7;"7";-3.7588;75
"1065";20000523;81;12.5;15.6;18.3;16.9;15.8;4;8;7;7;"8";-4.4995;73
"1066";20000524;57;14.2;16.5;16.4;15.3;15;8;8;8;8;"8";-2.5;81
"1067";20000525;81;11.1;13.7;17.2;18.8;16.6;7;6;6;5;"5";-4.924;57
"1068";20000526;73;10.8;13.2;13.6;16.1;12.9;7;8;8;8;"7";1.3892;81
"1069";20000527;77;8.6;13.9;14.7;13.5;11.2;1;4;7;8;"8";-4.4995;73
"1070";20000528;78;9.9;13.3;15.1;16.3;14.4;2;6;5;6;"6";-6;77
"1071";20000529;77;8.7;14.2;15.8;16.7;15;0;6;7;7;"8";-2.5981;78
"1072";20000530;59;13;14.8;15.1;15.7;14.9;8;8;8;8;"8";-4.3301;77
"1073";20000531;67;12.1;15.5;16.4;19.5;17.2;8;7;7;6;"7";-0.5209;59
"1074";20000601;67;13.1;14.4;17.9;20.2;20.8;8;8;6;3;"1";-3.2139;67
"1075";20000602;86;13.1;16.9;21.1;24.1;24.3;2;1;4;2;"2";-0.5;67
"1076";20000603;72;14.4;17.8;19;21.7;21.9;8;8;8;5;"4";-2.9544;86
"1077";20000604;82;11;15.7;19;20.5;17.8;2;5;5;5;"7";-1.9284;72
"1078";20000605;61;12.4;14.1;16.4;16.2;16.3;8;7;8;8;"7";-1.5;82
"1079";20000606;70;9.2;14.6;17.6;14.6;16;5;5;8;8;"4";-2.2981;61
"1080";20000607;85;9;14.2;18.6;20.3;20.1;9;5;5;4;"2";2.9544;70
"1081";20000608;107;12.7;19.7;23.2;25.1;24.9;4;1;1;1;"2";2.5;85
"1082";20000611;83;13.3;15.7;18.5;20.2;18;8;6;7;4;"4";-2.5712;76
"1083";20000612;75;13.8;16.3;18.8;23.4;23.4;7;7;7;3;"2";-1.2856;83
"1084";20000613;59;14.3;15.5;20.1;24.2;24.8;8;8;6;2;"3";0.9397;75
"1085";20000614;63;15.2;17.7;21.8;25.1;22.4;8;6;2;2;"0";-1.5;59
"1086";20000615;52;13.7;15.4;20.6;25;25.3;8;8;2;1;"1";-0.3473;63
"1087";20000616;102;15.6;17.7;25.7;28.4;27.9;0;8;0;3;"2";2.9544;52
"1088";20000617;108;17.8;23.4;27.5;29.3;28.5;5;1;1;1;"0";3.4641;102
"1089";20000618;116;17.6;23.7;29.2;31.9;31.8;0;0;0;0;"0";4.3301;108
"1090";20000619;131;20.6;24.6;28.3;29.3;26;1;1;1;2;"5";0;116
"1091";20000620;99;17.4;19;23.3;23.6;21.1;7;7;4;7;"5";-0.684;131
"1092";20000621;76;17.2;20.3;21.6;20.8;19.4;8;7;6;6;"5";-6.8944;99
"1093";20000622;75;14.7;18.2;19;19.3;17.2;5;7;7;7;"7";-6.5778;76
"1094";20000623;60;14.3;17.2;17.6;16.3;16.5;7;7;7;7;"8";-4.924;75
"1095";20000624;70;12.7;15.5;17.1;16.7;15.1;7;7;8;7;"8";-3.2139;60
"1096";20000625;81;11.8;15.5;17.7;20;18.5;7;5;6;6;"4";2.2981;70
"1097";20000626;106;11.8;18.9;21.9;22.8;22.5;0;1;4;3;"1";4;81
"1098";20000627;112;14.2;19.8;23;24.4;23.2;4;3;5;4;"7";7;106
"1099";20000628;128;15.8;20.4;24.1;25;23.1;1;5;7;7;"7";1.9696;112
"1100";20000629;100;16.3;19.7;23.2;23.5;20.8;8;8;6;7;"7";-1.2856;128
"1101";20000630;94;15;18.4;22.1;22.7;23.4;8;6;6;7;"6";-0.684;100
"1102";20000701;75;16.3;19.8;24;24.3;22.3;8;7;5;5;"5";-4.4995;94
"1103";20000702;73;15.3;19.1;21.7;22.5;22.1;7;8;7;2;"6";0.3473;75
"1104";20000703;67;14.4;20.4;18.6;20.8;20.1;4;6;8;7;"6";-1.5321;73
"1105";20000704;69;15.4;17.5;21.2;19;17.1;7;6;3;6;"5";-6.5778;67
"1106";20000705;80;15.2;19;20.6;22.2;21.4;7;7;7;5;"6";-3;69
"1107";20000706;88;15.8;20.8;23.4;24.9;24;3;6;7;4;"7";3.9392;80
"1108";20000707;79;16.2;15.9;17.4;17.7;16.4;8;8;8;8;"8";1.0419;88
"1109";20000708;71;12.3;16.8;18.6;19.1;17.5;3;5;7;7;"7";-1.7101;79
"1110";20000709;52;14.1;16.5;18.2;17.4;16.3;8;8;8;8;"8";-5.6382;71
"1111";20000710;70;12.5;16.2;16.7;17.4;15.9;2;7;7;3;"7";-6.0622;52
"1112";20000711;64;13.4;16.1;17.1;15.5;15;4;5;4;6;"4";-8.4265;70
"1113";20000712;64;9.6;16.4;19.7;19.2;15.8;5;7;5;7;"8";-4.924;64
"1114";20000713;65;13.9;15.3;19.8;22.7;19.3;7;8;5;4;"7";-5.6382;64
"1115";20000714;68;14.3;16.4;18.4;19.1;16.7;8;7;6;7;"7";-4;65
"1116";20000715;72;13.5;16.1;18;19.3;18.1;7;7;5;3;"3";0;68
"1117";20000716;82;10.5;16.9;18.9;20.6;20.3;6;5;7;5;"1";1.3681;72
"1118";20000717;93;12.3;18;21.9;22.3;21.9;1;0;1;3;"2";3.9392;82
"1119";20000718;115;11.3;19.1;22;23.6;22.3;0;1;3;4;"0";2.5981;93
"1120";20000719;126;12;20.6;24.1;23.7;20.9;1;2;4;8;"7";2.5981;115
"1121";20000720;127;13.2;21.4;24.9;25.9;24.4;1;0;2;2;"1";0.5209;126
"1122";20000721;132;16.1;23.2;26.1;27.6;26.8;0;0;0;0;"0";5.6382;127
"1123";20000722;109;17;22.2;25.4;24.6;25.2;2;4;7;7;"7";7;132
"1124";20000723;108;17.4;20.9;24.8;25.1;20.2;6;4;6;8;"8";1.9696;109
"1125";20000724;78;16.7;19.3;20.2;18.3;17.8;7;7;7;8;"8";-6;108
"1126";20000725;76;16.1;19.1;21.5;19.4;20.6;8;7;7;7;"6";1.9696;78
"1127";20000726;68;17.5;18.2;20.3;20;20.9;8;7;7;6;"3";-2.8191;76
"1128";20000727;85;15.2;17.6;18.4;20.1;17.3;8;8;8;6;"7";-1.5321;68
"1129";20000728;63;15.8;19.9;21.3;21.2;17.5;7;6;7;6;"6";-3.8302;85
"1130";20000729;61;14.4;18.2;20;19;20.2;2;5;5;7;"7";-3.0642;63
"1131";20000730;74;13;17.4;21.4;24;23.9;7;3;5;5;"3";-1.7321;61
"1132";20000731;106;14.8;22.1;26.2;28;27.8;1;1;1;1;"1";1.0261;74
"1133";20000801;89;14;20;23.8;23.6;21.5;0;3;3;6;"3";-2.5981;106
"1134";20000802;70;14.9;18.4;23.4;19;20.6;1;5;5;6;"6";-5.1962;89
"1135";20000803;72;14;17.8;20.3;21.7;18.6;2;7;6;6;"4";-4.6985;70
